"","Balance","QualMiles","BonusMiles","BonusTrans","FlightMiles","FlightTrans","DaysSinceEnroll","Cluster"
"1857",12465,0,380,3,0,0,4162,2
"1858",6316,0,0,0,0,0,4149,2
"1859",66860,0,12667,20,980,5,4155,3
"1860",975,0,350,3,0,0,4519,2
"1861",197973,0,72345,14,1029,2,4155,5
"1862",50909,0,14830,18,0,0,4135,3
"1863",79500,0,21489,15,0,0,4146,3
"1864",15875,0,24918,12,0,0,4141,3
"1865",159109,0,19554,24,1557,6,4138,3
"1866",12906,0,0,0,0,0,4124,2
"1867",14155,0,3250,19,0,0,4134,3
"1868",576,0,12082,14,0,0,4128,3
"1869",48896,0,4081,12,3397,10,4139,3
"1870",27669,0,3375,20,0,0,4127,3
"1871",21708,0,12811,13,0,0,4100,3
"1872",10643,0,40585,14,850,2,4107,3
"1873",264685,0,57505,16,0,0,4112,5
"1874",35433,0,1600,3,0,0,4113,2
"1875",162369,0,41359,15,500,1,4113,3
"1876",6206,0,375,3,0,0,4107,2
"1877",226941,1000,44771,17,0,0,4099,5
"1878",94544,0,111827,8,350,1,4105,5
"1879",128302,0,132263,32,400,2,4103,5
"1880",3664,0,0,0,0,0,4089,2
"1881",56017,0,3905,6,1668,1,4086,2
"1882",40835,0,50602,39,2250,10,4090,5
"1883",24496,0,4000,3,500,1,4086,2
"1884",36033,0,36033,13,0,0,4079,3
"1885",12766,0,1900,4,400,2,4072,2
"1886",147596,0,19175,19,16675,18,4076,1
"1887",16489,0,4851,27,0,0,4064,3
"1888",84516,0,22713,15,0,0,4063,3
"1889",74147,0,8315,16,50,1,4064,3
"1890",24887,0,0,0,0,0,4047,2
"1891",56954,0,29409,32,0,0,4051,3
"1892",8647,0,0,0,0,0,4036,2
"1893",37114,0,21623,12,0,0,4040,3
"1894",50715,0,39211,13,0,0,4051,3
"1895",149305,0,49893,19,0,0,4030,3
"1896",225665,0,4288,15,500,1,4048,3
"1897",20534,0,589,7,0,0,4021,2
"1898",3962,0,292,8,0,0,4027,2
"1899",5112,0,0,0,0,0,4020,2
"1900",67358,0,67027,34,500,1,4379,5
"1901",11925,0,400,4,400,4,4015,2
"1902",30300,0,2160,7,0,0,4002,2
"1903",39139,0,710,4,0,0,3967,2
"1904",52440,0,500,1,0,0,4026,2
"1905",23329,0,6326,3,0,0,4008,2
"1906",10679,0,13363,12,0,0,4001,3
"1907",53487,0,0,0,0,0,3991,2
"1908",355423,5009,20500,20,100,1,3963,5
"1909",9052,0,280,2,0,0,3987,2
"1910",129972,0,15081,18,500,1,3986,3
"1911",283670,0,39260,39,200,1,3972,5
"1912",189054,0,17900,25,7400,23,3985,1
"1913",150312,0,1000,1,0,0,3967,2
"1914",33517,0,1250,2,250,1,3978,2
"1915",97750,0,12616,16,600,2,4074,3
"1916",59035,0,245,4,0,0,3960,2
"1917",132335,0,30273,14,0,0,3974,3
"1918",82981,0,105325,44,1000,2,3964,5
"1919",52139,0,16314,14,250,1,3965,3
"1920",123313,0,31595,15,0,0,3959,3
"1921",131755,909,37299,16,0,0,3952,3
"1922",46440,0,5582,24,0,0,3952,3
"1923",58970,0,13467,18,0,0,3946,3
"1924",152367,0,43406,24,700,3,3938,3
"1925",80534,0,20715,17,0,0,3949,3
"1926",12184,0,1160,3,0,0,3939,2
"1927",10355,0,6510,10,0,0,3918,2
"1928",39947,0,1750,7,0,0,3922,2
"1929",3082,0,0,0,0,0,3923,2
"1930",37563,0,8142,14,0,0,3925,3
"1931",145868,0,61068,18,10042,4,3925,1
"1932",14231,0,4950,24,1700,5,3917,3
"1933",87282,0,13480,10,0,0,3911,3
"1934",11355,0,135,3,0,0,3916,2
"1935",197239,0,53412,25,250,2,3914,5
"1936",50586,0,0,0,0,0,3902,2
"1937",54388,0,27516,14,0,0,3903,3
"1938",30546,0,11304,14,0,0,3900,3
"1939",24407,0,923,10,0,0,3910,2
"1940",640169,0,82561,36,400,2,3895,5
"1941",56213,0,3207,14,350,1,3900,3
"1942",21944,0,29461,13,0,0,3900,3
"1943",76552,0,150010,36,0,0,3894,5
"1944",37244,0,38220,18,0,0,3890,3
"1945",38439,0,3318,13,0,0,3886,3
"1946",32160,0,1130,6,250,1,3883,2
"1947",126873,0,95598,32,500,1,3880,5
"1948",8000,0,2250,11,0,0,3879,2
"1949",194906,0,23780,14,200,1,3880,3
"1950",85751,0,26842,14,0,0,3711,3
"1951",15676,0,0,0,0,0,3178,2
"1952",55064,0,8041,13,0,0,3329,3
"1953",40675,0,1413,9,0,0,2895,2
"1954",7843,0,600,2,600,2,3557,2
"1955",56896,0,34019,15,0,0,3696,3
"1956",91935,0,17550,18,0,0,4216,3
"1957",50496,0,13287,26,0,0,4610,3
"1958",19896,2395,9866,11,0,0,4602,4
"1959",156853,0,37625,14,0,0,4510,3
"1960",65533,0,7595,10,0,0,4544,4
"1961",223670,0,32709,13,2227,4,4230,5
"1962",91813,0,8690,11,2000,4,3911,3
"1963",12207,0,0,0,0,0,4565,2
"1964",26421,0,1250,3,0,0,4593,4
"1965",16176,0,0,0,0,0,4170,2
"1966",44754,0,0,0,0,0,3648,2
"1967",23827,0,8125,37,1000,2,4616,3
"1968",93743,0,1210,7,650,5,4676,4
"1969",4787,0,3125,8,500,1,4734,4
"1970",179472,0,11289,15,0,0,4708,3
"1971",73639,0,4709,10,2709,9,4341,4
"1972",76077,0,500,4,0,0,4616,4
"1973",66456,0,3500,4,1000,2,4679,4
"1974",14273,0,0,0,0,0,4341,2
"1975",134346,0,100210,18,0,0,4485,5
"1976",37693,0,30546,7,0,0,4671,4
"1977",11961,0,11961,10,0,0,4646,4
"1978",63311,0,90181,34,950,6,4604,5
"1979",20678,0,2155,8,0,0,3862,2
"1980",5316,0,1134,4,0,0,4610,4
"1981",86511,0,5000,6,2000,4,4625,4
"1982",133831,0,100,1,100,1,4588,4
"1983",30306,0,2500,1,0,0,4309,2
"1984",95925,0,7337,22,350,2,4625,3
"1985",35080,3867,0,0,0,0,4562,2
"1986",14304,0,0,0,0,0,4600,2
"1987",115385,0,5890,15,1250,7,4546,3
"1988",66411,1000,34826,19,3001,9,4211,3
"1989",6978,0,610,3,0,0,4349,2
"1990",39909,0,2682,14,0,0,4470,4
"1991",8767,0,6589,8,3892,6,4394,4
"1992",25544,0,3271,7,0,0,4580,4
"1993",166417,0,28607,11,0,0,4357,3
"1994",69555,0,21957,16,250,1,4390,3
"1995",2344,0,1478,10,0,0,4481,4
"1996",8780,0,2750,15,0,0,4237,3
"1997",111064,0,12700,7,2700,6,4547,4
"1998",44654,0,48874,16,0,0,4530,3
"1999",32678,0,0,0,0,0,4481,2
"2000",327126,1452,97997,25,350,3,4440,5
"2001",76387,0,3588,7,0,0,4442,4
"2002",268097,0,26933,25,0,0,4105,5
"2003",52195,0,35847,13,0,0,4476,3
"2004",137778,0,19557,18,0,0,4599,3
"2005",354807,0,6000,12,3500,11,4597,1
"2006",3056,0,1200,3,0,0,4363,2
"2007",101901,0,17898,22,100,1,4433,3
"2008",34182,0,0,0,0,0,3967,2
"2009",7371,0,1375,4,0,0,4505,4
"2010",178733,0,26465,22,1800,4,4537,3
"2011",87553,0,15681,14,0,0,4547,3
"2012",14614,0,2275,3,0,0,4567,4
"2013",91259,0,60609,12,0,0,4531,3
"2014",23997,0,250,2,250,2,4204,2
"2015",37202,0,15000,4,0,0,4511,4
"2016",53232,888,80696,65,22100,45,3831,1
"2017",54594,0,14402,14,0,0,4233,3
"2018",57474,0,5535,7,0,0,4364,4
"2019",20111,0,5653,12,0,0,4468,4
"2020",45950,0,38921,22,750,2,4302,3
"2021",67948,0,2750,5,650,3,4226,4
"2022",216498,0,43083,24,2500,5,4440,5
"2023",100649,0,4000,3,500,1,4457,4
"2024",52713,0,16273,13,100,1,4449,3
"2025",186892,0,63444,13,500,1,3732,5
"2026",11690,0,17615,17,0,0,4417,3
"2027",144697,0,2000,1,0,0,4420,4
"2028",75179,0,1015,2,0,0,4118,2
"2029",19850,0,500,1,500,1,4376,2
"2030",96154,0,7052,15,0,0,4433,3
"2031",55778,0,6500,12,500,1,3704,3
"2032",36227,0,7230,14,0,0,3736,3
"2033",93848,0,1600,4,1500,3,4475,4
"2034",41153,0,28686,15,0,0,4404,3
"2035",20789,0,0,0,0,0,4279,2
"2036",121992,6057,3200,4,600,2,4257,2
"2037",37911,0,2250,11,0,0,4385,4
"2038",233656,0,41941,14,500,1,4266,5
"2039",41133,0,635,3,0,0,4419,2
"2040",60864,0,23364,19,50,1,4436,3
"2041",90526,0,2000,9,0,0,4488,4
"2042",15148,0,15148,3,0,0,269,2
"2043",5393,0,0,0,0,0,4517,2
"2044",434,0,15530,5,0,0,3628,2
"2045",81055,0,14344,14,0,0,4610,3
"2046",31360,0,821,7,0,0,4488,4
"2047",156885,0,38601,19,0,0,4534,3
"2048",4148,0,13504,18,0,0,4607,3
"2049",63820,0,13981,15,0,0,4608,3
"2050",379744,2081,19191,17,1850,11,4608,5
"2051",76659,0,0,0,0,0,4608,4
"2052",40724,0,29481,14,0,0,4007,3
"2053",146173,0,13871,17,0,0,4414,3
"2054",26055,0,647,9,0,0,4464,4
"2055",68,0,590,1,0,0,3937,2
"2056",50001,0,4853,12,0,0,4023,4
"2057",122506,0,21022,13,0,0,4408,3
"2058",126886,0,9120,17,0,0,4044,3
"2059",42342,0,11408,23,11408,23,4331,1
"2060",58898,0,23050,15,50,1,4328,3
"2061",45735,0,10085,3,0,0,4239,2
"2062",77225,0,30646,15,0,0,4282,3
"2063",59874,0,0,0,0,0,3986,2
"2064",30868,0,405,3,0,0,4226,2
"2065",34257,0,2010,4,0,0,4309,2
"2066",42639,0,7366,12,0,0,4181,4
"2067",771,0,40256,4,0,0,4203,4
"2068",89708,0,8000,4,0,0,3173,2
"2069",75892,0,8738,15,0,0,4160,3
"2070",140918,0,69760,32,0,0,3883,5
"2071",475338,0,39680,22,700,4,3355,5
"2072",14426,0,0,0,0,0,4096,2
"2073",29559,0,28969,16,0,0,4236,3
"2074",113113,0,10736,13,0,0,4307,3
"2075",73027,0,34002,19,0,0,4063,3
"2076",17386,0,0,0,0,0,3771,2
"2077",9310,0,500,1,500,1,4272,2
"2078",11023,0,0,0,0,0,4328,2
"2079",55406,0,38118,18,500,1,4310,3
"2080",47638,0,0,0,0,0,3739,2
"2081",30040,0,8636,8,500,1,3873,2
"2082",24787,0,1000,1,0,0,3930,2
"2083",40758,0,3500,4,1000,2,4299,2
"2084",726,0,0,0,0,0,4268,2
"2085",40686,0,260,2,0,0,4177,2
"2086",16626,0,2500,13,0,0,4329,4
"2087",18944,0,300,3,300,3,3932,2
"2088",114949,0,87136,24,600,2,4294,5
"2089",32522,0,5971,4,471,2,4042,2
"2090",86533,0,3700,4,700,2,3600,2
"2091",166470,0,9574,16,0,0,4194,3
"2092",10797,0,0,0,0,0,3581,2
"2093",131618,0,46473,16,0,0,4274,3
"2094",77523,1112,11050,5,1000,2,4274,4
"2095",47905,0,14575,16,2000,4,4245,3
"2096",28695,0,0,0,0,0,4173,2
"2097",15253,0,5427,8,0,0,4373,4
"2098",193818,0,16327,13,0,0,3768,3
"2099",30556,0,950,5,550,3,4361,4
"2100",22678,0,2125,7,0,0,4068,2
"2101",89430,0,24314,18,0,0,1547,3
"2102",26522,0,18479,13,0,0,4358,3
"2103",59913,0,2210,5,150,1,3481,2
"2104",16516,0,500,1,0,0,4275,2
"2105",49050,0,18436,16,0,0,2426,3
"2106",27981,0,63004,17,0,0,2921,3
"2107",4939,0,1000,1,0,0,2515,2
"2108",26077,0,6768,4,0,0,3487,2
"2109",110893,0,4653,6,0,0,3645,2
"2110",56455,0,6000,3,0,0,4218,2
"2111",32699,0,1500,2,500,1,3167,2
"2112",109790,0,16108,4,0,0,3123,2
"2113",166681,0,107645,25,0,0,3287,5
"2114",145233,0,9366,5,4866,3,2626,2
"2115",1054,0,15147,3,0,0,3133,2
"2116",27532,0,4639,13,0,0,3939,3
"2117",62464,0,5675,16,500,1,3820,3
"2118",4041,0,0,0,0,0,3344,2
"2119",28138,0,6330,29,0,0,3847,3
"2120",33010,0,0,0,0,0,3915,2
"2121",45687,0,45,2,0,0,2269,2
"2122",12981,0,0,0,0,0,4246,2
"2123",168246,1514,4600,4,100,2,4103,2
"2124",75505,0,30850,17,500,1,4007,3
"2125",55591,0,8817,13,0,0,3693,3
"2126",37358,0,50488,19,0,0,3967,3
"2127",33803,0,6100,34,0,0,4079,3
"2128",2500,0,2500,1,0,0,3717,2
"2129",140527,0,3500,14,0,0,4023,3
"2130",5360,0,0,0,0,0,4392,2
"2131",124430,0,15523,17,1200,8,4054,3
"2132",240007,0,46771,14,0,0,4048,5
"2133",245021,0,13639,15,180,1,3984,3
"2134",53518,0,73933,30,400,1,3930,5
"2135",122545,0,269,4,250,1,3834,2
"2136",192889,0,10500,5,0,0,4096,4
"2137",227776,0,47286,19,2276,5,3980,5
"2138",37833,0,48172,15,500,1,3551,3
"2139",48256,0,9690,2,0,0,3979,2
"2140",99704,2704,15750,12,0,0,4106,3
"2141",394999,0,4150,5,150,3,3599,4
"2142",82497,0,0,0,0,0,3565,2
"2143",15326,7663,0,0,0,0,4140,2
"2144",32619,0,1070,7,0,0,3846,2
"2145",57017,0,2495,11,0,0,3854,2
"2146",252741,0,29296,19,635,3,4189,5
"2147",49375,0,23628,14,0,0,3797,3
"2148",25341,0,38,4,0,0,3995,2
"2149",45150,0,18907,13,0,0,4141,3
"2150",187462,0,10500,5,500,4,3953,4
"2151",19132,0,9124,17,0,0,3915,3
"2152",196967,0,38490,37,9550,20,4008,1
"2153",13040,0,500,1,0,0,3972,2
"2154",184301,0,6454,13,3954,12,4010,1
"2155",36294,0,0,0,0,0,3956,2
"2156",89840,0,7048,14,0,0,3819,3
"2157",6914,0,1500,1,0,0,3915,2
"2158",28493,0,21845,22,300,1,3932,3
"2159",111793,0,500,1,0,0,4057,2
"2160",18700,0,870,2,0,0,3995,2
"2161",53957,0,7000,4,500,1,4133,2
"2162",135770,0,4700,5,200,3,4215,4
"2163",189784,0,35464,18,2197,4,4190,5
"2164",60076,0,45582,9,0,0,3935,3
"2165",3522,0,3522,4,0,0,3916,2
"2166",36736,0,0,0,0,0,4134,2
"2167",100634,0,69669,28,1540,12,4193,5
"2168",88918,0,5537,14,0,0,4180,3
"2169",245045,0,25039,16,500,1,4173,3
"2170",37948,0,19213,43,0,0,3914,3
"2171",81552,0,7703,8,0,0,3855,2
"2172",118067,0,8715,12,0,0,3718,3
"2173",268314,0,29968,14,500,1,3869,5
"2174",135488,0,57787,16,0,0,4117,5
"2175",68243,0,10012,22,903,3,3888,3
"2176",56693,3953,20454,11,0,0,3893,2
"2177",194875,0,7550,6,1050,3,3831,4
"2178",206155,0,28447,17,0,0,3848,3
"2179",35425,0,4125,19,0,0,3834,3
"2180",161579,0,7688,21,5688,20,3811,1
"2181",11314,1000,741,4,0,0,3845,2
"2182",119531,0,60503,43,250,1,4002,5
"2183",48433,0,4300,5,800,3,3673,2
"2184",10872,0,4500,27,0,0,3882,3
"2185",109268,0,7401,17,750,1,4034,3
"2186",105160,0,20458,21,0,0,3732,3
"2187",90919,0,44430,17,0,0,3739,3
"2188",50230,0,4149,9,800,4,3727,2
"2189",74538,0,18835,21,0,0,2726,3
"2190",4606,0,4320,6,0,0,3501,2
"2191",61617,0,23495,13,0,0,3972,3
"2192",15275,0,75,2,0,0,2761,2
"2193",112891,0,500,1,500,1,3909,2
"2194",41176,0,7624,7,2624,4,3729,2
"2195",81251,0,19500,6,0,0,3958,4
"2196",18142,0,220,4,0,0,3638,2
"2197",16200,0,40455,17,0,0,3840,3
"2198",8913,0,2050,10,50,1,3630,2
"2199",14372,0,9042,13,0,0,3557,3
"2200",77965,0,41126,33,2683,7,3120,3
"2201",12271,500,7684,15,1000,2,4219,3
"2202",49874,0,39976,13,0,0,4293,3
"2203",35445,0,3379,9,0,0,4198,4
"2204",91755,0,5026,8,751,3,2676,2
"2205",33753,0,14961,14,500,1,3335,3
"2206",53750,0,23135,14,0,0,3736,3
"2207",110132,0,19000,5,0,0,3271,2
"2208",12221,0,511,4,0,0,3692,2
"2209",65519,0,0,0,0,0,4150,2
"2210",47291,0,1350,4,350,3,2336,2
"2211",124564,0,11026,13,0,0,3840,3
"2212",24111,0,9374,16,0,0,3802,3
"2213",35801,0,3337,13,0,0,3743,3
"2214",150972,0,2700,3,700,2,3645,2
"2215",292023,0,14125,12,3250,7,3683,5
"2216",47090,0,0,0,0,0,3726,2
"2217",1300,0,454,11,0,0,3691,2
"2218",109103,2370,19600,27,7600,24,3739,1
"2219",101057,0,13650,11,2150,9,3600,3
"2220",20900,0,1000,1,0,0,3685,2
"2221",46607,0,0,0,0,0,3727,2
"2222",33017,0,1069,7,250,1,3814,2
"2223",30729,0,16456,15,0,0,3795,3
"2224",35546,0,3376,10,0,0,3739,2
"2225",7845,0,265,3,0,0,3508,2
"2226",25788,0,4650,13,4650,13,3687,1
"2227",13543,0,1443,7,423,2,3811,2
"2228",16618,0,897,5,0,0,3620,2
"2229",11548,0,1634,7,0,0,3837,2
"2230",22181,0,6245,15,0,0,3656,3
"2231",222312,0,29039,17,0,0,3721,3
"2232",25080,0,2060,12,0,0,3795,2
"2233",17964,0,5030,23,0,0,3783,3
"2234",155385,0,15267,12,0,0,3624,3
"2235",3977,0,0,0,0,0,3593,2
"2236",14620,0,0,0,0,0,2833,2
"2237",46882,0,0,0,0,0,3701,2
"2238",3350,0,65,3,0,0,3540,2
"2239",3049,0,0,0,0,0,3613,2
"2240",32377,0,250,2,250,2,3515,2
"2241",9396,0,860,5,350,2,3588,2
"2242",102669,0,6760,14,306,2,3265,3
"2243",26745,0,17547,9,0,0,3664,2
"2244",120576,0,36635,14,0,0,3823,3
"2245",7658,0,300,1,0,0,3231,2
"2246",11136,0,100,1,0,0,3571,2
"2247",168778,0,57060,20,500,1,3326,5
"2248",124979,0,14267,14,0,0,3720,3
"2249",35659,0,1102,9,0,0,3533,2
"2250",55996,867,12165,14,0,0,3582,3
"2251",65904,0,47224,35,5350,18,3655,1
"2252",125679,0,68151,27,650,1,3683,5
"2253",235312,0,56685,16,0,0,3476,5
"2254",64414,0,1952,12,0,0,2395,2
"2255",34204,0,16862,9,1700,5,3596,3
"2256",22384,0,0,0,0,0,3676,2
"2257",13381,0,1150,2,150,1,3312,2
"2258",10959,0,500,1,0,0,3469,2
"2259",28607,0,5943,5,0,0,2895,2
"2260",30686,0,6161,2,0,0,3596,2
"2261",8260,0,700,2,0,0,3673,2
"2262",61584,0,27937,14,0,0,3783,3
"2263",141594,0,30565,16,0,0,3776,3
"2264",114549,0,5000,4,1000,2,3760,2
"2265",64153,0,23563,19,0,0,3575,3
"2266",10000,0,790,3,0,0,3564,2
"2267",21839,0,853,3,119,1,3638,2
"2268",182704,5513,5850,12,3100,10,3820,1
"2269",92551,0,13755,13,500,1,3895,3
"2270",49353,0,34656,14,0,0,3540,3
"2271",21843,0,1411,9,0,0,3177,2
"2272",34072,0,500,1,0,0,3879,2
"2273",72962,0,28055,16,0,0,3869,3
"2274",99502,0,19678,28,600,2,4182,3
"2275",13250,0,17778,14,0,0,3861,3
"2276",98232,0,56687,14,500,1,3867,3
"2277",98895,0,89709,17,500,1,3854,5
"2278",119340,1000,400,5,400,5,3855,2
"2279",30171,0,15370,13,0,0,3853,3
"2280",105957,0,4881,12,0,0,3859,3
"2281",22548,0,3225,9,0,0,3852,2
"2282",89761,0,11965,13,0,0,3845,3
"2283",65263,0,22500,4,0,0,3844,2
"2284",128456,0,70125,28,0,0,3764,5
"2285",35203,0,1800,16,1800,16,3832,1
"2286",62023,0,750,4,550,1,3819,2
"2287",44197,0,2500,1,0,0,3831,2
"2288",104245,0,45589,14,0,0,3810,3
"2289",252520,0,43392,17,500,1,3818,5
"2290",85496,0,2799,7,2711,6,3820,2
"2291",49874,0,7200,9,1700,4,3817,2
"2292",109649,0,22136,13,0,0,3812,3
"2293",34379,0,13051,20,150,1,3805,3
"2294",56688,0,3550,10,1050,9,3812,2
"2295",48970,0,30872,14,0,0,3817,3
"2296",70789,0,76661,29,150,1,3810,5
"2297",24277,0,5330,5,0,0,3796,2
"2298",20308,0,19526,13,0,0,3797,3
"2299",111041,0,10252,12,0,0,3875,3
"2300",27904,0,6622,17,0,0,3793,3
"2301",128620,0,7747,12,0,0,3789,3
"2302",65340,2454,33795,11,500,1,3775,3
"2303",27135,0,4908,11,0,0,3783,2
"2304",32898,0,1000,1,0,0,3777,2
"2305",196922,0,40170,18,0,0,3755,3
"2306",196175,0,33886,13,0,0,3775,3
"2307",11457,0,705,3,0,0,3767,2
"2308",175344,0,40152,19,0,0,3770,3
"2309",5154,0,54657,28,0,0,3769,3
"2310",13232,0,8668,16,0,0,3753,3
"2311",88232,0,11550,5,550,3,3729,2
"2312",75526,0,46421,14,0,0,3712,3
"2313",53935,0,0,0,0,0,3743,2
"2314",18402,0,0,0,0,0,3746,2
"2315",24784,0,100,1,0,0,3729,2
"2316",62903,0,16434,13,0,0,3732,3
"2317",80272,0,34744,14,550,2,3728,3
"2318",10458,0,10458,12,0,0,3726,3
"2319",188184,0,32170,13,0,0,3707,3
"2320",83524,0,43152,18,0,0,3694,3
"2321",10794,0,0,0,0,0,3712,2
"2322",49807,0,6393,20,0,0,3718,3
"2323",18266,0,12254,15,0,0,3713,3
"2324",87851,0,28969,17,0,0,4026,3
"2325",32991,0,1230,6,0,0,3693,2
"2326",28677,0,215,3,0,0,3699,2
"2327",103809,0,16776,14,0,0,3699,3
"2328",417,0,3000,1,0,0,3670,2
"2329",8859,0,11998,13,0,0,3690,3
"2330",26896,0,5364,15,0,0,3685,3
"2331",16986,0,0,0,0,0,3676,2
"2332",25530,0,25131,17,0,0,3677,3
"2333",77067,0,40129,15,0,0,3671,3
"2334",6350,0,0,0,0,0,3657,2
"2335",76118,0,79154,41,1992,2,3621,5
"2336",40420,0,8649,14,0,0,3651,3
"2337",30178,0,14422,15,0,0,3656,3
"2338",15088,0,0,0,0,0,3650,2
"2339",138020,0,16449,17,500,1,3637,3
"2340",27310,0,15537,16,500,1,3623,3
"2341",109131,0,17481,17,150,1,3622,3
"2342",35356,0,18520,15,300,1,3637,3
"2343",33466,0,355,3,0,0,3592,2
"2344",350608,0,50988,26,2643,5,3630,5
"2345",42107,888,3600,4,1000,2,3607,2
"2346",74796,0,19710,15,400,1,3616,3
"2347",26129,0,20265,17,0,0,3629,3
"2348",30893,0,0,0,0,0,3623,2
"2349",9445,0,1000,2,1000,2,3613,2
"2350",52965,0,500,1,0,0,3606,2
"2351",19516,0,17696,16,0,0,3593,3
"2352",106378,0,56007,14,0,0,3607,3
"2353",22201,0,51278,16,350,1,3602,3
"2354",73378,0,13607,14,0,0,3599,3
"2355",50193,0,12263,3,0,0,3596,2
"2356",165144,0,24156,14,0,0,3581,3
"2357",53556,0,0,0,0,0,3575,2
"2358",18387,0,40560,19,800,2,3588,3
"2359",28577,0,48564,14,0,0,3586,3
"2360",55417,0,37127,31,0,0,3575,3
"2361",142244,0,12325,13,0,0,3578,3
"2362",23139,0,8156,14,0,0,3578,3
"2363",146232,0,83783,19,375,1,3566,5
"2364",35323,0,1875,8,0,0,3553,2
"2365",108081,0,217006,24,0,0,3567,5
"2366",1021,0,100,1,0,0,3553,2
"2367",120345,0,38323,17,650,2,3544,3
"2368",11593,0,9055,16,0,0,3558,3
"2369",68180,0,2044,9,0,0,3550,2
"2370",26605,0,3704,11,0,0,3543,2
"2371",17920,0,3250,18,0,0,3546,3
"2372",85156,0,133,5,0,0,3550,2
"2373",9005,0,520,1,0,0,3531,2
"2374",55404,0,10613,15,500,1,3531,3
"2375",42584,0,841,6,0,0,3526,2
"2376",92843,0,27650,29,9150,26,3530,1
"2377",51082,0,40878,13,0,0,3524,3
"2378",18727,0,0,0,0,0,3524,2
"2379",212029,0,43162,19,0,0,3518,5
"2380",48806,0,12600,10,2500,8,3502,3
"2381",15610,0,0,0,0,0,3508,2
"2382",46876,0,9680,7,0,0,3498,2
"2383",14075,0,4286,15,0,0,3513,3
"2384",59895,0,10500,4,0,0,3497,2
"2385",25936,0,0,0,0,0,3495,2
"2386",134318,0,333,3,258,1,3488,2
"2387",32807,0,17259,4,0,0,3482,2
"2388",38591,0,11039,18,0,0,3488,3
"2389",48958,0,24430,5,0,0,3483,2
"2390",10710,0,1000,1,0,0,3460,2
"2391",60349,0,10350,18,0,0,3468,3
"2392",9453,0,2585,5,0,0,3463,2
"2393",60867,0,41345,18,0,0,3454,3
"2394",27590,0,100,1,0,0,3455,2
"2395",100069,0,18745,13,0,0,3454,3
"2396",27820,0,3005,11,0,0,3454,2
"2397",20503,0,520,3,0,0,3445,2
"2398",137371,0,4977,6,1977,4,3447,2
"2399",12950,0,12798,18,195,1,3432,3
"2400",25207,957,6883,13,0,0,3440,2
"2401",17088,0,0,0,0,0,3510,2
"2402",24100,0,26674,23,2300,7,3421,3
"2403",101632,0,48658,14,0,0,3432,3
"2404",233449,0,21274,18,0,0,3419,3
"2405",45257,0,3625,7,0,0,3417,2
"2406",626,0,626,1,0,0,3393,2
"2407",18272,0,2920,5,0,0,3405,2
"2408",10756,0,1375,4,0,0,3104,2
"2409",161281,0,6321,8,175,1,3399,2
"2410",75680,0,23159,14,0,0,3397,3
"2411",59839,0,26962,18,0,0,3404,3
"2412",201259,0,40755,34,0,0,3398,5
"2413",101772,0,26480,17,1000,2,3396,3
"2414",190674,4704,104159,33,4754,15,3396,1
"2415",1452,0,2375,5,0,0,3396,2
"2416",30902,0,4175,12,50,1,3384,2
"2417",65458,1000,28356,24,1100,3,3382,3
"2418",114067,0,42569,23,0,0,3336,3
"2419",93371,0,55338,20,0,0,3382,3
"2420",20207,0,3033,12,0,0,3370,2
"2421",41040,0,66292,14,200,2,3372,3
"2422",41062,0,8275,11,0,0,3356,2
"2423",208825,0,42007,23,0,0,3369,3
"2424",81087,0,18971,12,0,0,3362,3
"2425",14336,0,0,0,0,0,3349,2
"2426",29929,0,18032,17,150,1,3344,3
"2427",121390,0,8500,4,0,0,3342,2
"2428",23226,0,2236,2,0,0,3343,2
"2429",451294,0,45907,22,500,1,3347,5
"2430",68012,0,247,3,0,0,3342,2
"2431",23589,0,0,0,0,0,3336,2
"2432",35033,0,1000,1,0,0,2913,2
"2433",19860,0,1500,5,0,0,3281,2
"2434",49588,0,4960,14,100,1,3299,3
"2435",111442,0,30368,19,0,0,3392,3
"2436",87402,0,41685,21,0,0,3306,3
"2437",21875,7558,12398,15,0,0,3299,5
"2438",71459,0,36608,28,1020,3,3312,3
"2439",34049,0,2030,8,0,0,3306,2
"2440",39759,0,100,1,100,1,3278,2
"2441",64138,0,22089,19,0,0,3257,3
"2442",83811,0,25936,15,500,1,3281,3
"2443",51864,0,6795,13,0,0,3279,3
"2444",168886,0,66859,21,200,1,3285,5
"2445",51730,0,2875,16,0,0,3264,3
"2446",118141,0,46521,11,0,0,3259,3
"2447",76060,0,33424,30,0,0,3263,3
"2448",25316,0,0,0,0,0,3258,2
"2449",16859,0,64109,45,4822,9,3266,1
"2450",42236,0,8639,10,8389,9,3259,1
"2451",3446,0,0,0,0,0,3245,2
"2452",26119,0,3189,6,0,0,3257,2
"2453",136732,0,87549,20,0,0,3252,5
"2454",14554,0,0,0,0,0,3237,2
"2455",165203,0,36666,20,0,0,3239,3
"2456",76513,0,45265,16,0,0,3235,3
"2457",137076,0,61276,24,1600,4,3225,5
"2458",11952,0,0,0,0,0,3244,2
"2459",44742,0,2500,1,0,0,3217,2
"2460",94022,0,2585,14,0,0,3222,3
"2461",29287,0,0,0,0,0,3216,2
"2462",199273,0,58457,14,0,0,3217,5
"2463",114868,0,45996,22,0,0,3204,3
"2464",37335,0,19507,17,0,0,3202,3
